Unnamed: 0,id,nct_id,status,name,city,state,zip,country,continent,iso
0,37696468,NCT01277510,,Research Site,Birmingham,Alabama,35233,United States,North America,USA
1,39249828,NCT05132478,Recruiting,University of Wisconsin Carbone Cancer Center,Madison,Wisconsin,53792,United States,North America,USA
2,39250107,NCT04856488,Recruiting,"Department of Endocrinology, Karolinska University Hospital",Solna,Stockholm,17176,Sweden,Europe,SWE
3,37693631,NCT01268098,,Advance Medical Research LLC,Lakewood,California,90712,United States,North America,USA
4,37693632,NCT01268098,,University of Chicago Medical Center,Chicago,Illinois,60637,United States,North America,USA
5,37693633,NCT01268098,,Indiana University School of Medicine,Indianapolis,Indiana,46202,United States,North America,USA
6,37693634,NCT01268098,,Massachusetts General Hospital,Boston,Massachusetts,02114,United States,North America,USA
7,37693635,NCT01268098,,Michigan Bone & Mineral Clinic PC,Detroit,Michigan,48236,United States,North America,USA
8,37693636,NCT01268098,,Mayo Clinic Rochester,Rochester,Minnesota,55905,United States,North America,USA
9,37693637,NCT01268098,,Columbia University Medical Center,New York,New York,10032,United States,North America,USA
10,37693638,NCT01268098,,University Physicians Group,Staten Island,New York,10301,United States,North America,USA
11,37693639,NCT01268098,,Physician East PA,Greenville,North Carolina,27834,United States,North America,USA
12,37693640,NCT01268098,,University of Cincinnati Bone Health and Osteoporosis Center,Cincinnati,Ohio,45219,United States,North America,USA
13,37693641,NCT01268098,,Cetero Research DGD Research Inc.,San Antonio,Texas,78229,United States,North America,USA
14,37693642,NCT01268098,,The Vancouver Clinic,Vancouver,Washington,98664,United States,North America,USA
15,37693094,NCT01265992,,Site Reference ID/Investigator# 47723,Kalmar,,391 85,Sweden,Europe,SWE
16,37693095,NCT01265992,,Site Reference ID/Investigator# 41084,Karlstad,,651 85,Sweden,Europe,SWE
17,37693096,NCT01265992,,Site Reference ID/Investigator# 45190,Kristianstad,,291 85,Sweden,Europe,SWE
18,37693097,NCT01265992,,Site Reference ID/Investigator# 41085,Linkoping,,581 85,Sweden,Europe,SWE
19,37693098,NCT01265992,,Site Reference ID/Investigator# 41087,Norrkoping,,601 82,Sweden,Europe,SWE
20,37693099,NCT01265992,,Site Reference ID/Investigator# 45188,Orebro,,701 85,Sweden,Europe,SWE
21,37693100,NCT01265992,,Site Reference ID/Investigator# 41088,Skovde,,541 85,Sweden,Europe,SWE
22,37693101,NCT01265992,,Site Reference ID/Investigator# 57782,Stockholm,,112 81,Sweden,Europe,SWE
23,37693102,NCT01265992,,Site Reference ID/Investigator# 41089,Varnamo,,331 85,Sweden,Europe,SWE
24,37693103,NCT01265992,,Site Reference ID/Investigator# 45191,Vasteras,,721 89,Sweden,Europe,SWE
25,37693758,NCT01270321,,Emory University Hospital Midtown,Atlanta,Georgia,30308,United States,North America,USA
26,37693759,NCT01270321,,Emory University Winship Cancer Institute,Atlanta,Georgia,30322,United States,North America,USA
27,37693760,NCT01270321,,University of Pittsburgh Cancer Institute,Pittsburgh,Pennsylvania,15232,United States,North America,USA
28,37694975,NCT01273597,,Site Reference ID/Investigator# 46593,Budapest,,1083,Hungary,Europe,HUN
29,37694976,NCT01273597,,Site Reference ID/Investigator# 46585,Budapest,,1115,Hungary,Europe,HUN
30,37694977,NCT01273597,,Site Reference ID/Investigator# 46594,Debrecen,,4012,Hungary,Europe,HUN
31,37694978,NCT01273597,,Site Reference ID/Investigator# 47722,Gyor,,9023,Hungary,Europe,HUN
32,37694979,NCT01273597,,Site Reference ID/Investigator# 46592,Karcag,,5301,Hungary,Europe,HUN
33,37694980,NCT01273597,,Site Reference ID/Investigator# 58644,Karcag,,5301,Hungary,Europe,HUN
34,37694981,NCT01273597,,Site Reference ID/Investigator# 46595,Miskolc,,3501,Hungary,Europe,HUN
35,37694982,NCT01273597,,Site Reference ID/Investigator# 46588,Nyiregyhaza,,4400,Hungary,Europe,HUN
36,37694983,NCT01273597,,Site Reference ID/Investigator# 46597,Pecs,,7624,Hungary,Europe,HUN
37,37694984,NCT01273597,,Site Reference ID/Investigator# 46590,Szombathely,,9700,Hungary,Europe,HUN
38,37694985,NCT01273597,,Site Reference ID/Investigator# 46591,Veszprem,,8200,Hungary,Europe,HUN
39,37696469,NCT01277510,,Research Site,Los Angeles,California,90095,United States,North America,USA
40,37696470,NCT01277510,,Research Site,San Francisco,California,94143,United States,North America,USA
41,37696471,NCT01277510,,Research Site,Gainesville,Florida,32610,United States,North America,USA
42,37696472,NCT01277510,,Research Site,Baltimore,Maryland,21287,United States,North America,USA
43,37696473,NCT01277510,,Research Site,Boston,Massachusetts,02115,United States,North America,USA
44,37696474,NCT01277510,,Research Site,Kansas City,Missouri,64108,United States,North America,USA
45,37696475,NCT01277510,,Research Site,Saint Louis,Missouri,63104,United States,North America,USA
46,37696476,NCT01277510,,Research Site,Saint Louis,Missouri,63110,United States,North America,USA
47,37696477,NCT01277510,,Research Site,Livingston,New Jersey,07039,United States,North America,USA
48,37696478,NCT01277510,,Research Site,Bronx,New York,10467,United States,North America,USA
49,37696479,NCT01277510,,Research Site,Greenville,North Carolina,27834,United States,North America,USA
50,37696480,NCT01277510,,Research Site,Cincinnati,Ohio,45229,United States,North America,USA
51,37696481,NCT01277510,,Research Site,Portland,Oregon,97227,United States,North America,USA
52,37696482,NCT01277510,,Research Site,Philadelphia,Pennsylvania,19104,United States,North America,USA
53,37696483,NCT01277510,,Research Site,Houston,Texas,77030,United States,North America,USA
54,37696484,NCT01277510,,Research Site,San Antonio,Texas,78229,United States,North America,USA
55,37696485,NCT01277510,,Research Site,Charlottesville,Virginia,22908,United States,North America,USA
56,37696486,NCT01277510,,Research Site,Randwick,New South Wales,2031,Australia,Pacifica,AUS
57,37696518,NCT01277510,,Research Site,Madrid,,28046,Spain,Europe,ESP
58,37696487,NCT01277510,,Research Site,Westmead,New South Wales,2145,Australia,Pacifica,AUS
59,37696488,NCT01277510,,Research Site,Herston,Queensland,4029,Australia,Pacifica,AUS
60,37696489,NCT01277510,,Research Site,Parkville,Victoria,3052,Australia,Pacifica,AUS
