Unnamed: 0,id,nct_id,status,name,city,state,zip,country,continent,iso
0,34946700,NCT01502410,,Children's Hospital Los Angeles,Los Angeles,California,90027,United States,North America,USA
1,34946680,NCT01501110,,Hospital de Clínicas de Porto Alegre,Porto Alegre,Rio Grande do Sul,90540001,Brazil,South America,BRA
2,34946681,NCT01501110,,Instituto de Cardiologia,Porto Alegre,Rio Grande do Sul,90540001,Brazil,South America,BRA
3,34946695,NCT01502410,,Children's Hospital of Alabama,Birmingham,Alabama,35233,United States,North America,USA
4,34946696,NCT01502410,,University of Alabama at Birmingham,Birmingham,Alabama,35294,United States,North America,USA
5,34946697,NCT01502410,,University of Arkansas for Medical Sciences,Little Rock,Arkansas,72205,United States,North America,USA
6,34946698,NCT01502410,,Southern California Permanente Medical Group,Downey,California,90242,United States,North America,USA
7,34946699,NCT01502410,,Miller Children's Hospital,Long Beach,California,90806,United States,North America,USA
8,34946719,NCT01502410,,Lurie Children's Hospital-Chicago,Chicago,Illinois,60611,United States,North America,USA
9,34946720,NCT01502410,,University of Illinois,Chicago,Illinois,60612,United States,North America,USA
10,34946701,NCT01502410,,Children's Hospital Central California,Madera,California,93636-8762,United States,North America,USA
11,34946702,NCT01502410,,Childrens Hospital of Orange County,Orange,California,92868-3874,United States,North America,USA
12,34946703,NCT01502410,,Rady Children's Hospital - San Diego,San Diego,California,92123,United States,North America,USA
13,34946704,NCT01502410,,University of California San Francisco Medical Center-Parnassus,San Francisco,California,94143,United States,North America,USA
14,34946705,NCT01502410,,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,Denver,Colorado,80218,United States,North America,USA
15,34946706,NCT01502410,,Connecticut Children's Medical Center,Hartford,Connecticut,06106,United States,North America,USA
16,34946707,NCT01502410,,Alfred I duPont Hospital for Children,Wilmington,Delaware,19803,United States,North America,USA
17,34946708,NCT01502410,,Children's National Medical Center,Washington,District of Columbia,20010,United States,North America,USA
18,34946709,NCT01502410,,Lee Memorial Health System,Fort Myers,Florida,33901,United States,North America,USA
19,34946710,NCT01502410,,Nemours Children's Clinic - Jacksonville,Jacksonville,Florida,32207,United States,North America,USA
20,34946711,NCT01502410,,Florida Hospital,Orlando,Florida,32803,United States,North America,USA
21,34946712,NCT01502410,,Nemours Children's Clinic - Orlando,Orlando,Florida,32806,United States,North America,USA
22,34946713,NCT01502410,,Nemours Children's Clinic - Pensacola,Pensacola,Florida,32504,United States,North America,USA
23,34946714,NCT01502410,,All Children's Hospital,Saint Petersburg,Florida,33701,United States,North America,USA
24,34946715,NCT01502410,,Saint Joseph Children's Hospital of Tampa,Tampa,Florida,33607,United States,North America,USA
25,34946716,NCT01502410,,Children's Healthcare of Atlanta - Egleston,Atlanta,Georgia,30322,United States,North America,USA
26,34946717,NCT01502410,,University of Hawaii,Honolulu,Hawaii,96813,United States,North America,USA
27,34946718,NCT01502410,,Saint Luke's Mountain States Tumor Institute,Boise,Idaho,83712,United States,North America,USA
28,34946768,NCT01502410,,Vanderbilt-Ingram Cancer Center,Nashville,Tennessee,37232,United States,North America,USA
29,34946725,NCT01502410,,University of Kentucky,Lexington,Kentucky,40536,United States,North America,USA
30,34946726,NCT01502410,,Kosair Children's Hospital,Louisville,Kentucky,40202,United States,North America,USA
31,34946727,NCT01502410,,Tulane University Health Sciences Center,New Orleans,Louisiana,70112,United States,North America,USA
32,34946728,NCT01502410,,Sinai Hospital of Baltimore,Baltimore,Maryland,21215,United States,North America,USA
33,34946729,NCT01502410,,Mark O Hatfield-Warren Grant Magnuson Clinical Center,Bethesda,Maryland,20892,United States,North America,USA
34,34946730,NCT01502410,,Dana-Farber Cancer Institute,Boston,Massachusetts,02115,United States,North America,USA
35,34946731,NCT01502410,,Dana-Farber Harvard Cancer Center,Boston,Massachusetts,02115,United States,North America,USA
36,34946732,NCT01502410,,Wayne State University/Karmanos Cancer Institute,Detroit,Michigan,48201,United States,North America,USA
37,34946733,NCT01502410,,Bronson Methodist Hospital,Kalamazoo,Michigan,49007,United States,North America,USA
38,34946734,NCT01502410,,University of Minnesota Medical Center-Fairview,Minneapolis,Minnesota,55455,United States,North America,USA
39,34946735,NCT01502410,,Mayo Clinic,Rochester,Minnesota,55905,United States,North America,USA
40,34946736,NCT01502410,,University of Mississippi Medical Center,Jackson,Mississippi,39216,United States,North America,USA
41,34946737,NCT01502410,,The Childrens Mercy Hospital,Kansas City,Missouri,64108,United States,North America,USA
42,34946738,NCT01502410,,Washington University School of Medicine,Saint Louis,Missouri,63110,United States,North America,USA
43,34946739,NCT01502410,,Children's Hospital and Medical Center of Omaha,Omaha,Nebraska,68114,United States,North America,USA
44,34946740,NCT01502410,,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,North America,USA
45,34946741,NCT01502410,,Morristown Memorial Hospital,Morristown,New Jersey,07962,United States,North America,USA
46,34946742,NCT01502410,,UMDNJ - Robert Wood Johnson University Hospital,New Brunswick,New Jersey,08903,United States,North America,USA
47,34946743,NCT01502410,,Overlook Hospital,Summit,New Jersey,07902,United States,North America,USA
48,34946744,NCT01502410,,University of New Mexico Cancer Center,Albuquerque,New Mexico,87106,United States,North America,USA
49,34946745,NCT01502410,,Montefiore Medical Center - Moses Campus,Bronx,New York,10467-2490,United States,North America,USA
50,34946746,NCT01502410,,Roswell Park Cancer Institute,Buffalo,New York,14263,United States,North America,USA
51,34946747,NCT01502410,,Columbia University Medical Center,New York,New York,10032,United States,North America,USA
52,34946748,NCT01502410,,Memorial Sloan-Kettering Cancer Center,New York,New York,10065,United States,North America,USA
53,34946749,NCT01502410,,University of Rochester,Rochester,New York,14642,United States,North America,USA
54,34946750,NCT01502410,,State University of New York Upstate Medical University,Syracuse,New York,13210,United States,North America,USA
55,34946751,NCT01502410,,University of North Carolina,Chapel Hill,North Carolina,27599,United States,North America,USA
56,34946752,NCT01502410,,Carolinas Medical Center,Charlotte,North Carolina,28203,United States,North America,USA
57,34946753,NCT01502410,,Novant Health Presbyterian Medical Center,Charlotte,North Carolina,28204,United States,North America,USA
58,34946754,NCT01502410,,Wake Forest University Health Sciences,Winston-Salem,North Carolina,27157,United States,North America,USA
59,34946755,NCT01502410,,Children's Hospital Medical Center of Akron,Akron,Ohio,44308,United States,North America,USA
60,34946721,NCT01502410,,University of Chicago,Chicago,Illinois,60637,United States,North America,USA
61,34946722,NCT01502410,,Saint Jude Midwest Affiliate,Peoria,Illinois,61602,United States,North America,USA
62,34946723,NCT01502410,,Southern Illinois University,Springfield,Illinois,62702,United States,North America,USA
63,34946724,NCT01502410,,Riley Hospital for Children,Indianapolis,Indiana,46202,United States,North America,USA
64,34946756,NCT01502410,,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229,United States,North America,USA
65,34946757,NCT01502410,,Rainbow Babies and Childrens Hospital,Cleveland,Ohio,44106,United States,North America,USA
66,34946758,NCT01502410,,Nationwide Children's Hospital,Columbus,Ohio,43205,United States,North America,USA
67,34946759,NCT01502410,,Dayton Children's Hospital,Dayton,Ohio,45404,United States,North America,USA
68,34946760,NCT01502410,,University of Oklahoma Health Sciences Center,Oklahoma City,Oklahoma,73104,United States,North America,USA
69,34946761,NCT01502410,,Oregon Health and Science University,Portland,Oregon,97239,United States,North America,USA
70,34946762,NCT01502410,,Children's Hospital of Philadelphia,Philadelphia,Pennsylvania,19104,United States,North America,USA
71,34946763,NCT01502410,,Children's Oncology Group,Philadelphia,Pennsylvania,19104,United States,North America,USA
