index,nct_id,location,continent,iso
0,NCT00001159,United States,North America,USA
10,NCT00001277,United States,North America,USA
14,NCT00001394,United States,North America,USA
18,NCT00004048,United States,North America,USA
19,NCT00004074,United States,North America,USA
25,NCT00004089,United States,North America,USA
28,NCT00004340,United States,North America,USA
30,NCT00004351,United States,North America,USA
33,NCT00004660,United States,North America,USA
42,NCT00005102,United States,North America,USA
65,NCT00060242,United States,North America,USA
66,NCT00061906,United States,North America,USA
68,NCT00068497,United States,North America,USA
76,NCT00077103,United States,North America,USA
79,NCT00085293,United States,North America,USA
88,NCT00095693,United States,North America,USA
91,NCT00095836,United States,North America,USA
93,NCT00098813,United States,North America,USA
96,NCT00098852,United States,North America,USA
97,NCT00100828,United States,North America,USA
98,NCT00103155,United States,North America,USA
99,NCT00104871,United States,North America,USA
103,NCT00105274,United States,North America,USA
106,NCT00108394,United States,North America,USA
117,NCT00118248,United States,North America,USA
131,NCT00134043,United States,North America,USA
137,NCT00145366,Denmark,Europe,DNK
140,NCT00147433,United States,North America,USA
142,NCT00150111,Denmark,Europe,DNK
147,NCT00150124,Denmark,Europe,DNK
151,NCT00150137,Denmark,Europe,DNK
154,NCT00150150,Denmark,Europe,DNK
158,NCT00161109,Netherlands,Europe,NLD
158,NCT00161109,United States,North America,USA
161,NCT00174057,Taiwan,East Asia,TWN
177,NCT00209235,United States,North America,USA
181,NCT00213720,France,Europe,FRA
200,NCT00278005,United States,North America,USA
206,NCT00285467,United States,North America,USA
208,NCT00287144,Norway,Europe,NOR
212,NCT00287287,United States,North America,USA
213,NCT00288522,Spain,Europe,ESP
221,NCT00297297,Denmark,Europe,DNK
226,NCT00316823,United States,North America,USA
228,NCT00322322,France,Europe,FRA
231,NCT00325104,United States,North America,USA
232,NCT00335062,United States,North America,USA
241,NCT00342641,United States,North America,USA
245,NCT00348413,Singapore,Southest Asia,SGP
259,NCT00360074,Germany,Europe,DEU
262,NCT00364234,United States,North America,USA
268,NCT00374712,France,Europe,FRA
274,NCT00381641,United States,North America,USA
277,NCT00385983,Brazil,South America,BRA
279,NCT00388297,United States,North America,USA
281,NCT00390325,United States,North America,USA
290,NCT00400465,Thailand,Southest Asia,THA
300,NCT00415233,United Kingdom,Europe,GBR
304,NCT00416949,United States,North America,USA
310,NCT00424151,United States,North America,USA
314,NCT00430547,Australia,Pacifica,AUS
329,NCT00437931,Israel,Middle East,ISR
353,NCT00470496,United States,North America,USA
359,NCT00480428,Kazakhstan,North Asia,KAZ
378,NCT00507897,Russian Federation,North Asia,RUS
385,NCT00519896,United States,North America,USA
393,NCT00525135,United States,North America,USA
403,NCT00531713,Denmark,Europe,DNK
404,NCT00535561,Turkey,Middle East,TUR
407,NCT00537797,United States,North America,USA
415,NCT00552253,Taiwan,East Asia,TWN
423,NCT00556530,United States,North America,USA
425,NCT00559949,Canada,North America,CAN
425,NCT00559949,United States,North America,USA
434,NCT00571077,Israel,Middle East,ISR
434,NCT00571077,United States,North America,USA
436,NCT00571090,Turkey,Middle East,TUR
441,NCT00576407,United States,North America,USA
443,NCT00576836,United States,North America,USA
445,NCT00579527,United States,North America,USA
447,NCT00579709,United States,North America,USA
448,NCT00580320,United States,North America,USA
458,NCT00588432,United States,North America,USA
460,NCT00595335,United States,North America,USA
478,NCT00639405,United States,North America,USA
484,NCT00651625,United States,North America,USA
485,NCT00654238,United States,North America,USA
490,NCT00665795,Brazil,South America,BRA
504,NCT00677469,"Iran, Islamic Republic of",Middle East,IRN
511,NCT00697528,Brazil,South America,BRA
523,NCT00729157,United States,North America,USA
540,NCT00752401,Austria,Europe,AUT
546,NCT00768820,Israel,Middle East,ISR
550,NCT00781417,United States,North America,USA
551,NCT00782366,United States,North America,USA
574,NCT00804830,Sweden,Europe,SWE
592,NCT00858104,Italy,Europe,ITA
595,NCT00859612,United States,North America,USA
596,NCT00877630,China,East Asia,CHN
602,NCT00887107,Netherlands,Europe,NLD
612,NCT00896454,Canada,North America,CAN
612,NCT00896454,France,Europe,FRA
612,NCT00896454,Italy,Europe,ITA
612,NCT00896454,Poland,Europe,POL
612,NCT00896454,United States,North America,USA
614,NCT00902122,China,East Asia,CHN
618,NCT00916955,United States,North America,USA
620,NCT00917189,United States,North America,USA
624,NCT00921050,Mexico,North America,MEX
641,NCT00946296,United States,North America,USA
645,NCT00958113,United States,North America,USA
657,NCT00962221,Israel,Middle East,ISR
687,NCT01005654,United States,North America,USA
701,NCT01039818,Brazil,South America,BRA
708,NCT01056419,Turkey,Middle East,TUR
715,NCT01060982,France,Europe,FRA
727,NCT01083550,Canada,North America,CAN
732,NCT01084356,Israel,Middle East,ISR
738,NCT01089335,Sweden,Europe,SWE
750,NCT01102127,Spain,Europe,ESP
758,NCT01103206,France,Europe,FRA
763,NCT01106443,Canada,North America,CAN
766,NCT01109420,United States,North America,USA
767,NCT01114503,United Kingdom,Europe,GBR
774,NCT01118065,Netherlands,Europe,NLD
777,NCT01127503,United States,North America,USA
790,NCT01137097,"Korea, Republic of",East Asia,KOR
793,NCT01138475,United States,North America,USA
804,NCT01153360,"Korea, Republic of",East Asia,KOR
806,NCT01163565,Canada,North America,CAN
813,NCT01164176,"Korea, Republic of",East Asia,KOR
818,NCT01171690,United States,North America,USA
826,NCT01182285,United States,North America,USA
827,NCT01182584,Taiwan,East Asia,TWN
837,NCT01208051,Canada,North America,CAN
837,NCT01208051,United States,North America,USA
856,NCT01225016,United States,North America,USA
862,NCT01227499,China,East Asia,CHN
868,NCT01228786,India,South Asia,IND
869,NCT01229865,United States,North America,USA
884,NCT01269749,United States,North America,USA
889,NCT01270425,Israel,Middle East,ISR
893,NCT01272414,Canada,North America,CAN
898,NCT01273597,Hungary,Europe,HUN
909,NCT01286753,France,Europe,FRA
909,NCT01286753,Italy,Europe,ITA
909,NCT01286753,Netherlands,Europe,NLD
909,NCT01286753,United States,North America,USA
913,NCT01291498,United Kingdom,Europe,GBR
917,NCT01295333,France,Europe,FRA
922,NCT01297699,Spain,Europe,ESP
931,NCT01306916,United States,North America,USA
933,NCT01307761,Taiwan,East Asia,TWN
935,NCT01308320,"Korea, Republic of",East Asia,KOR
939,NCT01320813,France,Europe,FRA
946,NCT01322165,United States,North America,USA
953,NCT01335802,Denmark,Europe,DNK
954,NCT01335828,France,Europe,FRA
960,NCT01341886,"Iran, Islamic Republic of",Middle East,IRN
972,NCT01369953,United States,North America,USA
986,NCT01382966,Turkey,Middle East,TUR
987,NCT01384786,Denmark,Europe,DNK
991,NCT01395134,Poland,Europe,POL
992,NCT01396733,"Korea, Republic of",East Asia,KOR
995,NCT01398774,United States,North America,USA
1000,NCT01408368,Poland,Europe,POL
1007,NCT01413113,United States,North America,USA
1024,NCT01428167,United States,North America,USA
1028,NCT01436994,United Kingdom,Europe,GBR
1036,NCT01441154,United States,North America,USA
1046,NCT01458600,Sweden,Europe,SWE
1050,NCT01460030,Japan,East Asia,JPN
1056,NCT01465867,Italy,Europe,ITA
1057,NCT01471288,"Iran, Islamic Republic of",Middle East,IRN
1064,NCT01484379,Israel,Middle East,ISR
1065,NCT01486667,Saudi Arabia,Middle East,SAU
1082,NCT01528904,Serbia,Europe,SRB
1087,NCT01534169,China,East Asia,CHN
1093,NCT01539486,United States,North America,USA
1094,NCT01539499,United States,North America,USA
1096,NCT01545622,United States,North America,USA
1103,NCT01560299,"Iran, Islamic Republic of",Middle East,IRN
1112,NCT01574287,United States,North America,USA
1114,NCT01574859,Denmark,Europe,DNK
1118,NCT01579344,Brazil,South America,BRA
1119,NCT01579539,Austria,Europe,AUT
1129,NCT01599273,"Korea, Republic of",East Asia,KOR
1133,NCT01609946,Germany,Europe,DEU
1135,NCT01611896,Denmark,Europe,DNK
1137,NCT01616108,United States,North America,USA
1140,NCT01617694,"Korea, Republic of",East Asia,KOR
1145,NCT01633853,China,East Asia,CHN
1146,NCT01638533,Canada,North America,CAN
1146,NCT01638533,United States,North America,USA
1153,NCT01647503,India,South Asia,IND
1155,NCT01648569,"Korea, Republic of",East Asia,KOR
1156,NCT01649206,Italy,Europe,ITA
1164,NCT01655719,United States,North America,USA
1170,NCT01660126,United Kingdom,Europe,GBR
1172,NCT01661179,Japan,East Asia,JPN
1175,NCT01665651,China,East Asia,CHN
1179,NCT01675089,Brazil,South America,BRA
1180,NCT01690806,Italy,Europe,ITA
1189,NCT01704586,Germany,Europe,DEU
1200,NCT01727973,China,East Asia,CHN
1208,NCT01738243,United States,North America,USA
1213,NCT01739972,United States,North America,USA
1218,NCT01744769,"Korea, Republic of",East Asia,KOR
1221,NCT01750593,Turkey,Middle East,TUR
1223,NCT01756534,Israel,Middle East,ISR
1226,NCT01757834,United States,North America,USA
1230,NCT01760421,Taiwan,East Asia,TWN
1239,NCT01776385,France,Europe,FRA
1244,NCT01778400,"Korea, Republic of",East Asia,KOR
1245,NCT01779817,France,Europe,FRA
1249,NCT01781923,United States,North America,USA
1262,NCT01788982,Belgium,Europe,BEL
1262,NCT01788982,Denmark,Europe,DNK
1262,NCT01788982,France,Europe,FRA
1262,NCT01788982,Germany,Europe,DEU
1262,NCT01788982,Italy,Europe,ITA
1262,NCT01788982,Netherlands,Europe,NLD
1262,NCT01788982,Poland,Europe,POL
1262,NCT01788982,Spain,Europe,ESP
1262,NCT01788982,United Kingdom,Europe,GBR
1263,NCT01789541,Sweden,Europe,SWE
1266,NCT01794676,United States,North America,USA
1268,NCT01798966,United States,North America,USA
1273,NCT01805856,Japan,East Asia,JPN
1274,NCT01809444,China,East Asia,CHN
1280,NCT01811212,United States,North America,USA
1287,NCT01821781,United States,North America,USA
1288,NCT01830504,France,Europe,FRA
1290,NCT01832753,United States,North America,USA
1292,NCT01837433,China,East Asia,CHN
1294,NCT01837745,France,Europe,FRA
1295,NCT01838031,China,East Asia,CHN
1297,NCT01838629,China,East Asia,CHN
1302,NCT01853579,Netherlands,Europe,NLD
1302,NCT01853579,Switzerland,Europe,CHE
1303,NCT01856920,United States,North America,USA
1306,NCT01868750,United States,North America,USA
1308,NCT01868997,Germany,Europe,DEU
1308,NCT01868997,Italy,Europe,ITA
1308,NCT01868997,United Kingdom,Europe,GBR
1308,NCT01868997,United States,North America,USA
1315,NCT01880203,France,Europe,FRA
1321,NCT01885533,United Kingdom,Europe,GBR
1327,NCT01893450,Mexico,North America,MEX
1347,NCT01927406,United States,North America,USA
1351,NCT01927887,United States,North America,USA
1362,NCT01939977,Spain,Europe,ESP
1364,NCT01945762,Belgium,Europe,BEL
1364,NCT01945762,France,Europe,FRA
1364,NCT01945762,Germany,Europe,DEU
1364,NCT01945762,Italy,Europe,ITA
1364,NCT01945762,Luxembourg,,
1364,NCT01945762,Netherlands,Europe,NLD
1364,NCT01945762,Spain,Europe,ESP
1364,NCT01945762,United Kingdom,Europe,GBR
1366,NCT01950260,United States,North America,USA
1373,NCT01969019,China,East Asia,CHN
1379,NCT01985204,Morocco,,
1385,NCT01999790,Brazil,South America,BRA
1397,NCT02017080,Serbia,Europe,SRB
1400,NCT02024906,United States,North America,USA
1401,NCT02041260,United States,North America,USA
1404,NCT02054572,United States,North America,USA
1405,NCT02055989,United Kingdom,Europe,GBR
1409,NCT02059655,United Kingdom,Europe,GBR
1413,NCT02061111,Denmark,Europe,DNK
1416,NCT02070211,Holy See (Vatican City State),Europe,VAT
1421,NCT02089542,United Kingdom,Europe,GBR
1422,NCT02090907,"Iran, Islamic Republic of",Middle East,IRN
1427,NCT02107794,United States,North America,USA
1430,NCT02109250,Belgium,Europe,BEL
1431,NCT02112370,"Korea, Republic of",East Asia,KOR
1436,NCT02114619,"Iran, Islamic Republic of",Middle East,IRN
1442,NCT02126683,Taiwan,East Asia,TWN
1448,NCT02138214,United States,North America,USA
1451,NCT02138838,Belgium,Europe,BEL
1451,NCT02138838,Czechia,Europe,CZE
1451,NCT02138838,France,Europe,FRA
1451,NCT02138838,Germany,Europe,DEU
1451,NCT02138838,Greece,Europe,GRC
1451,NCT02138838,Hungary,Europe,HUN
1451,NCT02138838,Italy,Europe,ITA
1451,NCT02138838,Lithuania,Europe,LTU
1451,NCT02138838,New Zealand,Pacifica,NZL
1451,NCT02138838,Poland,Europe,POL
1451,NCT02138838,Portugal,Europe,PRT
1451,NCT02138838,Russian Federation,North Asia,RUS
1451,NCT02138838,Slovakia,Europe,SVK
1451,NCT02138838,Spain,Europe,ESP
1451,NCT02138838,Ukraine,Europe,UKR
1451,NCT02138838,United States,North America,USA
1452,NCT02140476,Brazil,South America,BRA
1452,NCT02140476,Mexico,North America,MEX
1458,NCT02143726,United States,North America,USA
1462,NCT02147782,China,East Asia,CHN
1464,NCT02150772,Denmark,Europe,DNK
1469,NCT02152995,United States,North America,USA
1472,NCT02155049,Israel,Middle East,ISR
1477,NCT02169687,France,Europe,FRA
1482,NCT02186405,France,Europe,FRA
1491,NCT02194920,Italy,Europe,ITA
1497,NCT02203682,China,East Asia,CHN
1498,NCT02205801,United States,North America,USA
1508,NCT02210741,Taiwan,East Asia,TWN
1525,NCT02246504,Bulgaria,Europe,BGR
1527,NCT02258347,Italy,Europe,ITA
1529,NCT02268734,Italy,Europe,ITA
1541,NCT02289144,United States,North America,USA
1543,NCT02290704,China,East Asia,CHN
1554,NCT02316691,United States,North America,USA
1558,NCT02316743,Canada,North America,CAN
1565,NCT02319538,Norway,Europe,NOR
1581,NCT02341417,Belgium,Europe,BEL
1581,NCT02341417,Czechia,Europe,CZE
1581,NCT02341417,France,Europe,FRA
1581,NCT02341417,Germany,Europe,DEU
1581,NCT02341417,Greece,Europe,GRC
1581,NCT02341417,Hungary,Europe,HUN
1581,NCT02341417,Italy,Europe,ITA
1581,NCT02341417,Poland,Europe,POL
1581,NCT02341417,Russian Federation,North Asia,RUS
1581,NCT02341417,Ukraine,Europe,UKR
1581,NCT02341417,United States,North America,USA
1584,NCT02352766,United States,North America,USA
1587,NCT02373995,Italy,Europe,ITA
1598,NCT02378298,Sweden,Europe,SWE
1603,NCT02381457,Australia,Pacifica,AUS
1603,NCT02381457,Ireland,Europe,IRL
1603,NCT02381457,Spain,Europe,ESP
1603,NCT02381457,Sweden,Europe,SWE
1603,NCT02381457,United Kingdom,Europe,GBR
1603,NCT02381457,United States,North America,USA
1609,NCT02384668,Denmark,Europe,DNK
1614,NCT02393183,"Iran, Islamic Republic of",Middle East,IRN
1618,NCT02393690,United States,North America,USA
1621,NCT02397109,France,Europe,FRA
1625,NCT02398721,Hong Kong,East Asia,HKG
1627,NCT02399475,United States,North America,USA
1630,NCT02408887,United States,North America,USA
1632,NCT02410928,Turkey,Middle East,TUR
1643,NCT02422368,"Iran, Islamic Republic of",Middle East,IRN
1648,NCT02430584,United States,North America,USA
1651,NCT02432274,France,Europe,FRA
1651,NCT02432274,Germany,Europe,DEU
1651,NCT02432274,Italy,Europe,ITA
1651,NCT02432274,Spain,Europe,ESP
1651,NCT02432274,United Kingdom,Europe,GBR
1651,NCT02432274,United States,North America,USA
1653,NCT02432599,France,Europe,FRA
1657,NCT02440581,United States,North America,USA
1663,NCT02460328,Thailand,Southest Asia,THA
1664,NCT02462512,"Korea, Republic of",East Asia,KOR
1667,NCT02463409,United States,North America,USA
1676,NCT02491502,Bulgaria,Europe,BGR
1679,NCT02491567,Greece,Europe,GRC
1686,NCT02500342,Ireland,Europe,IRL
1686,NCT02500342,Switzerland,Europe,CHE
1691,NCT02516774,France,Europe,FRA
1701,NCT02535975,"Korea, Republic of",East Asia,KOR
1724,NCT02551120,Denmark,Europe,DNK
1727,NCT02556216,Germany,Europe,DEU
1740,NCT02609685,United States,North America,USA
1742,NCT02620085,Taiwan,East Asia,TWN
1757,NCT02652884,Argentina,South America,ARG
1762,NCT02658552,Hong Kong,East Asia,HKG
1764,NCT02665325,China,East Asia,CHN
1765,NCT02681328,United States,North America,USA
1767,NCT02685514,Hong Kong,East Asia,HKG
1773,NCT02693808,Norway,Europe,NOR
1779,NCT02697578,Spain,Europe,ESP
1784,NCT02708368,Germany,Europe,DEU
1788,NCT02710799,Brazil,South America,BRA
1793,NCT02713256,Germany,Europe,DEU
1793,NCT02713256,United States,North America,USA
1797,NCT02714946,Italy,Europe,ITA
1799,NCT02721992,Italy,Europe,ITA
1807,NCT02725879,Greece,Europe,GRC
1811,NCT02727738,Italy,Europe,ITA
1820,NCT02764554,"Korea, Republic of",East Asia,KOR
1831,NCT02772705,China,East Asia,CHN
1834,NCT02778412,United States,North America,USA
1839,NCT02784223,France,Europe,FRA
1842,NCT02787486,United States,North America,USA
1844,NCT02798965,France,Europe,FRA
1849,NCT02824016,France,Europe,FRA
1851,NCT02824718,France,Europe,FRA
1859,NCT02833857,Belgium,Europe,BEL
1859,NCT02833857,Germany,Europe,DEU
1859,NCT02833857,Lithuania,Europe,LTU
1859,NCT02833857,Poland,Europe,POL
1859,NCT02833857,United Kingdom,Europe,GBR
1859,NCT02833857,United States,North America,USA
1863,NCT02839655,France,Europe,FRA
